"ROWKEY","COMMCONTENT","COMMLEVEL"
"1085460","很棒，很方便，只是一次只能买一张","1"
"1085461","千佛山上最有看头的就是大弥勒佛了。半个山那么高。还是非常宏伟的。 其他的就没什么了。","1"
"1085462","孔子不是住在这里的。是孔子逝世后，明朝为孔子后人修建，比孔庙简朴。请个导游比较好，了解更多故事。","1"
"1085463","安静、怡情、难忘。下次有机会还去。呼朋唤友前往红石寨，景色很美，季节选在6月份前后，红花绿叶、绿树成荫，晚上看个表演 ，吃个烤串，合格啤酒，非常的惬意！","1"
"1085464","很有特色的地方，淡季人很少，漫步其中感觉很幽静，但很多项目都不开了，感觉在夏秋季去应该很不错","1"
"1085465","到王哥庄批发馒头，朋友领着我们一行八口人到二龙山玩，由于没怎么商业开发，景区人很少但风景还是不错的。","1"
"1085466","陪孩子去玩，挺喜欢动物的，还去了游乐场，好玩至极。","1"
"1085467","第一次游齐山，没想到齐山如此惊艳，正值花开季节，满山樱花，连翘，景色好美山顶更是山峰奇特，值得一游，今天有点下小雨，雾蒙蒙的，入梦境一般","1"
"1085468","很不错，玩的很好，风景也很美，满山的小黄花，很漂亮，值得玩，推荐","1"
"1085469","淡季半价，不过1.3M的孩子竟然也要全票！这个确实不太合理！","1"
"1085470","泰安，太阳部落主题公园，是中国首家展现史前文明的特大型主题公园","1"
"1085471","灵岩景区包含两部分，一部分是灵岩寺，一部分是灵岩胜境，入口都在广场，两者相距50米，灵岩胜境有少许人文景点，主要是爬山一览景区全貌，有时间有体力的朋友可以为之，灵岩寺坐依山而建是座有着1600年的寺院，饱经沧桑，整个寺院古朴庄严，令人惊奇的是在大门口看到有联合国1987年认证灵岩寺为世界遗产的标志（本人除了四川大熊猫基地外，其他世界遗产皆已去过，却不知灵岩寺何时上的榜？），千佛殿是值得看的，里面的罗汉塑像确实令人称奇，这些塑像不同于大部分寺庙的罗汉彰显法力，而是神态更加接近于普通人，逼真传神，活灵活现，所谓画鬼容易画猫狗难，被梁启超称为“海内第一名塑”乃是实至名归，墓塔林是近百座石质墓塔组成的，涵盖了不同时期的墓塔形式，颇为壮观不逊于少林寺的塔林。","1"
"1085472","外甥来了，本打算带孩子看看熊猫的，没看成，熊猫回老家了！订票很方便的，想买就买，想退就退，非常方便","1"
"1085473","环境不错，就是国庆当天去的人很多，动物的气味有点大，娱乐项目都开放了，比冬天去好玩的多，总体还是比较满意的","1"
"1085474","因纪念五四运动而得名.最著名的雕塑是“五月的风”","1"
"1085475","孩子玩的非常开心，就是天气太热，等到凉快的时候再去玩，5个免费的电玩，感觉挺实惠。","1"
"1085476","气势恢宏，用家史谱写了历史画卷","1"
"1085477","不错孩子玩的很嗨…………………………………………………………………………、、、、、、、、、、、、、、","1"
"1085478","空气环境都挺好的，门票也不贵，","1"
"1085479","济南市内少有的公园，植被丰茂，还算不错，夏季纳凉的好去处。不过期望值也不要太高。","1"
"1085480","总体感觉一般般，就是看海和庙宇","1"
"1085481","太阳部落景区位于泰安市岱岳区满庄镇，是大汶口文化的重要发祥地。","1"
"1085482","很漂亮的地方，应该是昆渝山的支脉，挺好","1"
"1085483","景色很美，天然溶洞，很震撼！地下很凉快，甚至有点冷的感觉！","1"
"1085484","梁山欢迎你 热情洋溢喜气洋洋很棒","1"
"1085485","风景比较好，空气比较湿润。环境很好呢","1"
"1085486","五一去的，人不是很多，感觉女士更喜欢泡温泉","1"
"1085487","二十多面前来过动物园，现在跟孩子一起来，感觉时间过得好快。","1"
"1085488","里面的动物都是有年头的了，现在又新增了娱乐项目，逛完动物园玩玩游乐场很不错","1"
"1085489","方特梦幻王国 孩子很喜欢 不错","1"
"1085490","位于济南市常清区常青大学科技园内，刚建成一两年的一座园林公园，公园内有四星级宾馆可住宿，是集休闲娱乐的一个好地方，有时间可以带孩子来游玩！","1"
"1085491","值得一游的地方，虽然这个季节有点冷了，地表的景色不是太好，但是地下大裂谷确实很漂亮，很震撼！大自然确实有鬼斧神工之能！下次有机会带朋友家人再过来一次！让他们也感受一下","1"
"1085492","五四广场位于青岛市区东南部海滨，广场上矗立着象征青岛城市精神的火红色雕塑“五月的风”，晚上在灯光映衬下非常好看。这里可享受海景，遥望对面的灯塔和奥帆中心停满的帆船，可以沿着海边漫步、观赏海鸥在蓝天下翱翔！","1"
"1085493","很气派一个城市广场，面朝大海，背靠山栾，不错！！！","1"
"1085494","青岛新地标，远眺能看见奥帆中心五环标致，广场草坪很赞是游客休闲旅游好去处","1"
"1085495","海边的广场，青岛的标志性建筑。可以游船。","1"
"1085496","挺好的，还有精彩的野人表演和动物表演。","1"
"1085497","很大很棒，鲨鱼很吓人，水母很唯美，总体来说不错不错。","1"
"1085498","今天游玩很愉快，游客特别多，地下大裂谷风景如画，特别是洞里的钟乳石，经过几百万年演变而成，值得一去，有时间再去","1"
"1085499","大自然的鬼斧神工！很不错的地下溶洞！希望以后继续开发！","1"
"1085500","值得去！值得去！值得去！值得去","1"
"1085501","感觉还行吧，空气挺好的。就是回音谷到雷达山的景点还没有建设好，害我们走了那么多陡峭的山路。差点摔下来。太危险了。我们是带小孩子去的。建议别带小孩去。太累。如果带小孩。别走太远。稍稍逛逛就行。总体评价一般。毕竟2a景区。","1"
"1085502","里面很凉快，不错。环境也不错。","1"
"1085503","不错，漂流时间有二十分钟，但不怎么刺激，地面上就比较简单了。溶洞不错，挺大的，景色美","1"
"1085504","景区环境很好，很安静，与蓬莱仙阁遥相呼应，很值得一游。","1"
"1085505","很美！下次还想去！冲锋车记忆犹新惊险刺激！","1"
"1085506","值得去，拍婚纱照的好地方，好浪漫哦，让你体验中国式巴黎","1"
"1085507","建议要做漂流，不做漂流走步行道的话只有短短一块儿，半个多小时就能出去，而且跟做完漂流的有的不差一星半点儿。 相反园区内电瓶车没有必要，大量的草地，雕塑和树木拍照很漂亮，随便走走心情也很好，而且离地下入口不远，走路20分钟内肯定到。 出口是太过明显的S型购物通道……好在没人拉着推销。","1"
"1085508","太美了，刺激，胆太小，才完几个就走了，蓝火没玩，下次去！","1"
"1085509","还可以，我们两个人去的，原浆酒最纯正，推荐","1"
"1085510","电台旧址都变成旅游区了，呵呵！","1"
"1085511","很值得一看的地方，里面终年18度。完全不一样的世界。","1"
"1085512","618战备电台旧址风景区被批准为淄博市爱国主义教育基地和国防教育基地，正式对外开放。幽深的山中坑道、老式的广播设备、浓郁的军事战备色彩、神秘的洞中生活，再现了战争时期的艰苦生活情景。","1"
"1085513","作为5A级景区，四大名阁之一，到蓬莱肯定是必去的第一站。 坐拥海上，巍峨耸立，不得不佩服古人！站在高处远眺大海，对面是长岛，下边不远处是三仙山和海水浴场。 但还是觉得门票有些贵了。","1"
"1085514","很好玩的景点。尤其是漂流。漂了很久的。是我玩过漂流最好玩的一次呢。有机会会再去玩的","1"
"1085515","门票70块钱，进入之后真没什么意思。感觉不太值，","1"
"1085516","在携程网上订票很方便，园内很干净，九州神韵立体电影很大气，带孩子能学很多知识，一天时间玩不完，等假期带孩子再去。","1"
"1085517","孩子玩的乐翻天，熊出没电影很精彩，值得一看，就是不要假期、周末去，排队太烦人了，很多适合成人的项目没来得及看，下次再补吧！","1"
"1085518","这是我玩过的最好的景点，外面烈日炎炎，下面凉爽怡人，用巧夺天工来形容里面的景色一个也不为过。总之不虚此行!","1"
"1085519","一起去的朋友都很喜欢，风景很美，空气不错。","1"
"1085520","玩的很开心，各项游戏都很好玩，有机会还会去玩的，环境也很好，很有意义的一次旅行，孩子也学到很多东西","1"
"1085521","风景如画春色满园值得一提景观大道","1"
"1085522","不错，醉酒小屋很好玩，啤酒原浆真好喝","1"
"1085523","送了一包豆和一杯酒，整体游玩下来还不错","1"
"1085524","有几次来青岛了，但参观著名的青岛啤酒厂还是第一次？？？？？？？？？？？？？？？？非常好，游览路线不走回头路，里面有个全息影片人站在那能感觉到有水泼过来噢，好玩～老人也不累？？","1"
"1085525","不错，工作人员很热情，去的时候是白天，晚上的话景色应该还要好，有机会还要去","1"
"1085526","挺好的，一家玩的挺开心的！孩子增加更多海洋知识！","1"
"1085527","去的时候正好下雨，虽然路不好走，但是风景更棒了。门票背面的地图只是蓬莱阁主要景区的，西北方向上的田横山也在门票范围内，只是路有点陡","1"
"1085528","非常满意的一次自驾游，景色真美。","1"
"1085529","八大关，名不虚传，建筑风格，道路设计，景色都很不错，再加上海滨浴场，以及蒋介石住过的楼，挺有看点。吹吹海风，踏着细浪，漫步八大关是一种美的享受。","1"
"1085530","就是个公园，有池塘，十月份有菊花展，趵突泉那么小，门票不便宜，如果不赶上菊花展的时候，真不知道里边有啥好玩的，人还挺多的","1"
"1085531","坐游船的景色很美，泉水很干净，很凉爽，本地市民都打泉水饮用，上船前一定看一看，黑虎泉。趵突泉的泉水很多，孩子还可以趟玩水，买游船票+趵突泉公园门票55元，还是很不错的选择。","1"
"1085532","风景很好，远离市区，到景区的路也很顺畅，适合自驾出游，景区内的物价也很便宜，可以顺便带点特产回家。","1"
"1085533","萤火虫很漂亮，不过就一个萤火虫，其他没有什么","1"
"1085534","其实就是几条比较有特色的路，有一些有年头的宅子，走走逛逛，寻味历史","1"
"1085535","这公园环境很好，适合来游玩一番。","1"
"1085536","这个地方不错，临沂人基本每逢过年都会去玩。里面很大，有个思乡博物馆不错，值得一看。这是我们一家人年后去的，由于是冬季绿色植物比较少。来看看高清图片吧","1"
"1085537","还不错，孩子觉得有意思！值得去。","1"
"1085538","第一次去，感觉挺新鲜的，尝了那边的啤酒，不错的体验","1"
"1085539","啤酒博物馆的原浆味道不错，炒过的小麦比瓜子还香","1"
"1085540","由塔得名，集观光游览、现代娱乐、宗教活动于一体的综合行城市中心游览区！","1"
"1085541","不错，山上有座城。面积很大，有山有水有表演。好玩。呼呼","1"
"1085542","昨天爬了蒙山 简直腿直了 今天直接索道上索道下 带了狗狗上去 ","1"
"1085543","我去的时候薰衣草已经败了，好像开的是马鞭花，也是紫色的，里面很大，还有水上乐园，不过还没建好，有好多拍婚纱照的，真的是好多，下次等到别的花开打算还要去","1"
"1085544","还没有全部完工，有几个馆子正在建设中，吃喝消费倒是不贵，很不错，树荫太少，很晒。","1"
"1085545","交通方面，小孩子很喜欢，也安全","1"
"1085546","去的晚了，玩了海洋馆，没赶上三面观音的表演，可惜了，晚上的表演超震撼，太漂亮了，一定多穿衣服，太冷了，晚上都是拍的视频，没法分享了","1"
"1085547","晚上的演出很精彩，值得观看，网上购票也合适","1"
"1085548","儿童票景区不让用，携程应与各景区沟通好，免得耽误游客时间。","1"
"1085549","挺喜欢欧乐堡的，特别刺激，好玩极了！4d电影特别爽，还有环球之旅特别有趣。","1"
"1085550","主体不错 大猩猩直接让人吐了 因为是淡季 漂流没玩上 人不多 也没具体逛 还凑和吧?","1"
"1085551","在孔府可以看到一些古字画之类还有从前孔子及弟子生活的地方。景点环境很好，不过一些屋里都是卖东西的，还有字画题字，不过当纪念也可以","1"
"1085552","咋说呢，一定要请个导游，慢慢走慢慢看……","1"
"1085553","很好玩，风景不错，北方可以看到南方的庭院，小伙伴都说值得再来哦,有机会会再去游玩滴。","1"
"1085554","环境优美，娱乐设施齐全，一家人玩的很开心。","1"
"1085555","所以风景非常的不错，楼本身其实没什么特色虽然有些破旧，但真的非常有味道，很值得来这里细细的品","1"
"1085556","这是集自然景观与人文景色相结合，很幽静，别有洞天的地方，洞前平崖如台，没有进去，但外观看很不错。","1"
"1085557","不错，值得去下，有点意思。推荐","1"
"1085558","了地球啦饿拖斗咯佛祖科目了 out 啦吧大家快乐大家快乐苦痛 my 图拉的呕吐肯终于肯下雨天咯哦哦哦","1"
"1085559","非常不错，带着孩子们去的，孩子们玩的非常开心。游乐项目非常多，只是暑假去的，排队时间较长","1"
"1085560","天气有些热了，不过看见成群的海鸥还是很壮观的。三楼的位置是最好的，海鸥更爱吃火腿肠哦！","1"
"1085561","道法自然，五峰山属道教，山不高，但台阶路走上去还是得费些体力，景区内有道观、古松、千年银杏树，还有些古碑刻，徜徉在人文、山、水、树、花中感觉特别棒，可与灵岩寺作一路游。","1"
"1085562","文化积淀很深的景点，适合带着孩子一起逛逛，感受，熏陶一下，品尝曲阜煎饼，豆腐，等等山东地方美食， 景区里面可以找到姓氏起源噢","1"
"1085563","一场非常深刻的爱国主义教育，收获很多","1"
"1085564","周末陪儿子去的，儿子很高兴，一家人都觉得很好，推荐去观赏。","1"
"1085565","不错，孩子玩的很开心。。。。。。","1"
"1085566","太好了，好喜欢这里。以后一定常来。","1"
"1085567","票价三十元，还可以，里面有历代帝王封禅泰山的踪迹！","1"
"1085568","设施齐全，总体来说很棒！服务很好，还会再去的！","1"
"1085569","非常好啊，取票很便捷，刘公岛第二次去了，很好","1"
"1085570","轻松愉快的路程，网上预订方便，取票便捷，有序排队上岛。岛上景点很有教育意义，是孩子红色之旅的好去处。今后会推荐其他人来参观。","1"
"1085571","环境不错，价格合适，很值得去的。水很久才换","1"
"1085572","环境优美，尤其是在阳历的8-10月，荷花盛开，让人心旷神怡","1"
"1085573","每次来山东必到的地方，各种季节都有不一样的美，天下第一泉不是白叫的！！","1"
"1085574","便宜，方便，玩得很开心好开心。","1"
"1085575","挺不错的，跟男朋友一起去的。感觉很好玩","1"
"1085576","很有特色的古村落，很朴实，煎饼好吃","1"
"1085577","有收费的游乐园，逛广场不收费。广场上有人形铜像介绍古代东夷文化，值得一看。","1"
"1085578","八大关，原以为是一个地点，到了这里才知道，是好几条路，一片地区的统称。不过风景确实不错，起伏的道路，良好的环境，茂密的大树，悠久的洋房，宽阔的海边，细软的沙滩，干净的浴场，条件很好！只不过感觉洋房的风格不是特别好，而且保护的不是很好，私人改装的地方较多！","1"
"1085579","值得去，推荐坐公共汽车202，可以欣赏沿途风光","1"
"1085580","方特很好服务人员也很到位，就是1.4米以下孩子部分活动无法参加","1"
"1085581","还不错. 排队的时间太长了. 有很多剧场都是有时间点. 基本上都没看到. 女娲传奇的效果很好. 推荐！","1"
"1085582","济南的冬天有点冷，不适合冬天去","1"
"1085583","镇就是一幅空白的画卷，给了建筑师极其丰富的素材和充分发挥的空间。像咱们微山湖古镇就融合京派的华丽彩绘、徽派的精巧砖雕、江南的精美园林等。最后是适应性；几百年前的建筑，即使再怎么经典，还是有些地方与现代人的生活习惯不那么适应。而新建的古镇就可以充分考虑现代人生活习惯，在保留传统建筑精华的前提下，充分满足人们生活的需求。 首先乘景区专用电瓶观光游览车来到码头，在湿地景区管理公司起海焰总经理的精心安排下，我们乘快艇在碧波万顷的微山湖上泛舟畅游。在湖上我们的快艇时快时慢，为的是好好观赏湖中那连成一片片的荷花美景。记者用长焦镜头扑捉着每一朵或盛开、或含苞欲放的粉红色的花朵。绿色的荷叶、莲蓬头与粉红色的荷花、莲花争奇斗艳，美不胜收。","1"
"1085584","人文环境不错，走走老村旧巷不忘祖宗","1"
"1085585","第一次做摩天轮，缓缓的上升，周边景色还可以，望着大海，美呆了","1"
"1085586","就一圈，性价比不高，至少三圈嘛。十五分钟就完了！","1"
"1085587","大热天去一个字：累，门票不包含索道，有点小贵","1"
"1085588","单位组织的一次活动确实不错，这个季节很合适去的地方，下次还会带着孩子去的","1"
"1085589","三月份去的，没有什么景，如果春天去应该不错吧","1"
"1085590","值得一玩，夏园里的蜡像栩栩如生，防空洞灯光影像结合很有趣，园子里景观众多，推荐！","1"
"1085591","我是淡季去的，还没装修好，有些地方没开放，马术表演这个节目就没有，其他还行，和朋友俩人去的，一上午就可以逛完，地方不大，就是休息地方都是露天的。","1"
"1085592","玩的却是很爽，过山车很刺激，就是总要排队比较烦","1"
"1085593","登上楼阁远眺大海，心情飞扬，放下喧嚣，蛮好的","1"
"1085594","值得一去。很好玩。门票便宜。很好都来玩","1"
"1085595","不错在网上订的便宜20多。。。","1"
"1085596","红色爱国主义教育景点，这里是我国的民族英雄戚继光生前曾居住过的地方，为了缅怀先人，这里有必要一去。","1"
"1085597","免费的，人也不多，感受下文化蛮好的。","1"
"1085598","景点在一个人迹罕至的地方，到了之后发现什么都要钱。放衣服的柜子都要20，拖鞋没有，浴巾没有。里面倒是挺好玩的，惊险刺激。但是记得一定要穿防晒衣，我被晒爆了，疼了五六天。","1"
"1085599","非常棒，大人孩子非常满意，有机会还会再来光顾。","1"
"1085600","棒棒的，值得来看看！期待你的到来！","1"
"1085601","魏氏庄园充分融合了中国古建筑与防御技术，杜受田故居非常雅致的院落与主人家的才华紧密结合，把两地同时游览，孩子受到了教育","1"
"1085602","院子很精致，没想到那个年代竟然能建设出这样的院子，周边还有特色百年驴肉饭店，很棒的一次旅行。","1"
"1085603","挺不错，规模比不上那些大庄园，但＂道道＂不少，有导游就会看到更多的内容","1"
"1085604","非常美的景区，包括石门山，太平崮，天柱峰三大景区，古以晚照闻名，现以红叶闻名。","1"
"1085605","风景不错，进入景区后一直是徒步往上走的，一路上山楂，柿子的满枝头，走了好久后才到景区的正门口，爬山乐趣挺多，尤其是从山顶俯瞰，景色很美，只可惜红叶还不到时候。","1"
"1085606","林木茂密，雄峰奇石，风景秀丽。","1"
"1085607","欧乐堡太差劲了 3点开场 到现在1个小时进不去 大家快暴动了","1"
"1085608","还可以吧好玩的蛮多的，景色一般","1"
"1085609","滑梯很多，大喇叭很刺激，人不多","1"
"1085610","很好玩，还会去，在携程订价格也不贵，很便宜","1"
"1085611","不错，一直想去都没去，还是小时候去过一次都忘了，不忙了再去看看","1"
"1085612","风景确实不错，空气清新，秋天的红叶很漂亮。红叶全都红透。一大片太漂亮的。来人很多。这里交通也很方便。","1"
"1085613","很好，带着小朋友看看动物多多认识一下","1"
"1085614","设备比较旧，多少年了还是那些游戏设备，建议更新，另外里面只有一个卖饭的。地震科普馆还不错，但也有一些项目停用或者维修中。吊床什么的管理维修不及时，管理者心思不在提高服务品质上了。整体游乐功能性希望再提高。","1"
"1085615","感觉项目有点少，相对简单。成人好多项目没开，门口也没有提示。相对来说，门票有点贵，性价比不高。","1"
"1085616","平原地区的，很壮观，值得去玩.","1"
"1085617","自然景观很不错 以为很小 结果超级大 一定要购买观光车票 不然累死 里面的鲤鱼也很好 景区内东西也不贵 值得一去 人不是很多 不用排队 好还有游乐设施 挺好的 适合小朋友去","1"
"1085618","总体感觉还是不错的，就是取票有点慢","1"
"1085619","这个地方还是值得来看看得，位置比较好找，停车收费，建筑不错，最好听听导游讲解比较好。","1"
"1085620","带着孩子来的很喜欢这里还会再来","1"
"1085621","下次还去，就是离县城太远，附近也没有饭店啥的，太偏僻了。。。。。。。。。。。。。。。。。","1"
"1085622","红色旅游比较理想的选择！携程网上订票经济实惠！","1"
"1085623","非常高大上的一个旅游景点，算是泗水最好的旅游景点吧，风景非常不错噢，已经去过很多次了，这次是带着爸爸妈妈，宝贝一起来玩的，大家都玩的非常开心，天气渐渐暖和了以后还会来这里游玩的，推荐大家去","1"
"1085624","里面温泉不错的，风景很好，可以带孩子玩","1"
"1085625","很很很很好，比想像的要好，物有所值！很很很好，比想像的要好，物有所值！很很很很好，比想像的要好，物有所值！很很很好，比想像的要好，物有所值！！","1"
"1085626","第一次入住，感觉还可以吧，就是价格太贵了。","1"
"1085627","还不错，每张票可以领取两杯啤酒和花生豆","1"
"1085628","超过65周岁的老人免票。青岛啤酒还是不错的。","1"
"1085629","不错动物很多。人也很多，门票不贵","1"
"1085630","景色很好，路标应该再详细、艺术些！这次去爬了一下真心的不错，尤其是大佛，好大呀，很是壮观。","1"
"1085631","清明节最后一天去的，人超级多，景区还是不错的，漫山的杜鹃花很美；可是随处可见卖东西的，做电瓶车需要另付费，停车也要收费，还有残疾人乞讨的，影响度假的心情，这点不好啊","1"
"1085632","不错，很有意思的啤酒博物馆，虽然贵了点。","1"
"1085633","玩了一天，不错，尤其是卡丁车很好玩，下次还去","1"
"1085634","很不错的景区，是青岛市有名的景点。","1"
"1085635","在威海市区的西南部山上，山上修了庙，自古以来有庙会，后来建了玉雕文化仙姑顶景区，门票较贵。","1"
"1085636","好，非常好，特别好，老鼻子好，好好好好好好好好好","1"
"1085637","景区大门停车场的工作人员，认真负责，给点赞。景区总体规模不大，但可以游览一番","1"
"1085638","老公陪儿子去玩的，儿子回来说好玩","1"
"1085639","挺好的，动物很多，很愉快的游玩！开心！","1"
"1085640","非常方便，不需要排队，还便宜，下次去还会选择携程。","1"
"1085641","虽然距离市区有点远，但环境好、服务好、项目多，是旅游的好去处！","1"
"1085642","两个小时的旅程，缺少维护，鸟语花香不错！如果能及时维护，多做广告，效果会更好的。","1"
"1085643","玩的很好 风景很美 我们坚持爬到了最后嘿嘿 还有各种游乐设施 还坐了船","1"
"1085644","哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈就","1"
"1085645","还行， 挺好的 。","1"
"1085646","还行，但是比起印象系列有差距。","1"
"1085647","可能去的季节不对，并没有很漂亮的美景，八大关以长城八个关口命名，每条路种植的树木都不同，主要景点是花石楼和公主楼，花石楼五点后就不可以进楼了，所以要早去。第一第二海水浴场都在八大关，顺便看下就可以，因为青岛最好的海滩在石老人浴场！","1"
"1085648","非常一次愉快的旅游，给人耳目一新的感觉，环境好，服务好，温泉鸡蛋太好吃了，哈哈！温泉消除一身的疲惫，让人轻松愉快，孩子在儿童游乐园玩的不亦乐乎，说下次还要去哟！","1"
"1085649","很不错的出行，离市区不远，硬件设施不错，就是有点冷，室内、室外和桑拿都很好！还会再去","1"
"1085650","青岛前海由一个个大大小小的海湾组成，其中汇泉湾是最大的一个。主要包括鲁迅公园，水族馆、第一海水浴场，是青岛最经典的景区，而且免费！青岛水族馆是中国历史最久的水族馆，第一海水浴场是青岛市区最大的海水浴场，解放前号称远东第一。","1"
"1085651","从小鱼山顶端鸟瞰青岛的时候就刚好能见到这模样的一个视角，很漂亮。","1"
"1085652","景区很大，不坐电瓶车的话要走很远才能到码头，但沿途景色很漂亮，有很多品种的荷花可以参加，船游湖是个特色，但是看不到什么荷花，有点遗憾，登岛上去转了一圈，商业化太严重，没什么意思。","1"
"1085653","值得去！服务好，菜好吃，给个赞！","1"
"1085654","封禅大典舞台效果不错，内容较多，回故了历史，表现形式新颖，场面宏大，演员队伍表演到位，很值得一看。","1"
"1085655","德国监狱旧址外形是一座古堡，非常的酷，从外形看是看不出以前是一座监狱的，监狱开放的还算很全面的。","1"
"1085656","钟乳石形状各异，灯光照射很美，漂流很刺激，有儿童游乐园。。。停车很方便。","1"
"1085657","一直在携程订票，价格适中，服务给力，下次还会再定。一直在携程订票，价格适中，服务给力，下次还会再定。一直在携程订票，价格适中，服务给力，下次还会再定。","1"
"1085658","历代皇帝封禅大典的举办地，有不少游客将岱庙作为泰安的第一站，一直从岱庙坊穿行岱庙，步行至泰山经典上山路线，红门","1"
"1085659","整体很好，很不错，就是毛巾太少，不够用！亲亲鱼收费有点坑人，观塘又便宜又包括！！","1"
"1085660","景色很美就是赶上下雨值得一去的地方","1"
"1085661","蓬莱市标志性景点，以蓬莱阁为中心，面朝大海有仙境的感觉，景色迷人。","1"
"1085662","很遗憾的是不是真的遗址，服务还不错","1"
"1085663","青岛比较好玩的地方，孩子很喜欢希望能再去一次！","1"
"1085664","带着儿子和姑娘一起，尽管姑娘之后7个月.但是她还是超兴奋..旋转木马做了三遍..两次在马车上一次在马上..一天都没有闹，就在中午的时候吃了奶后睡了一个小时..一天下来小脑袋就不停的转..遗憾的事担心姑娘太累了，最后没有看夜场就回来了，后续有机会还会再去的","1"
"1085665","中国最美街区，春天和秋天的八大关是极美的，是彩色的世界，国内无出左右","1"
"1085666","灵福圣境仙姑顶位于威海市环翠区望岛村西北部，海拔375米，是一座集自然风光与神话传说于一体的著名景区，同时也是威海市自然人文地标。它背倚巍峰仙境，鸟瞰东方福海，自古就是东方海文化和仙道文化的灵福圣境。 仙姑顶风景区，投入2000余吨世界珍稀玉石，价值无可估量，被称为——“无价的景区”。以玉为材精心打造近千件大型玉雕艺术品，数量之多、品相之丰，举世独一。其中，玉仙宫所供300吨仙姑玉像为世界之最，乃世界级文化瑰宝。每年的农历三月十五会有仙姑顶庙会，届时，秧歌锣鼓、耍狮子、舞龙、京剧、吕戏相互竞技，热闹非凡，值得游玩","1"
"1085667","很好玩，下次有机会还会去玩儿。","1"
"1085668","很好玩好愉快的一次旅行 我们去的时候人也挺少的 喜欢的项目玩了两三遍 推荐推荐 ","1"
"1085669","各种游乐项目，令人流连忘返，有时间定会再去。","1"
"1085670","马术表演，震撼，值得一游，超值景点，赞一个！","1"
"1085671","携程出票很快，扫二维码直接可以入馆，暑期去参观的人真不少，有的展馆会很热。还可以免费领两杯啤酒和一包啤酒豆。","1"
"1085672","被称为山东第一古村落的朱家峪，保持着山村原有的古老风貌，片石结构的房层，古屋，古路，古戏台，还有古庙及村级古老的立交桥，与青山，泉水相融，风景美不胜收，再吃上一口地道的山东大煎饼，美极。","1"
"1085673","景点还可以，从中受教育，体验乡情民俗。景点建设真的是要再设计规划一下，显得不太专业。","1"
"1085674","此次出行游玩，离家近，方便！有杂技演出，风土人情味！下次有时间还会领着家人再去一次","1"
"1085675","带孩子玩是个好去处，有热带植物园，还有小动物，爬山挺累的，山上有猴子，不怕人，你也别惹它，上塔需10元，可俯瞰烟台全景，值得一看，如预订票需提前一天。","1"
"1085676","挺棒的乐园，各种玩乐设施都有，还有个不小的动物园，有专门的儿童乐园，小动物区，一家人玩的都很开心","1"
"1085677","孩子们玩的很开心，认识了很多小动物","1"
"1085678","值得一游，景色秀丽，历史典故颇多。","1"
"1085679","炒鸡划算！！！比方特好玩多了，就是人太多。要排好长的队 ","1"
"1085680","非常好，体验不错，排队时间太长！","1"
"1085681","孔林很大，都是孔家的墓碑，刚进门就是孔老夫子的墓，感觉很古朴，林中有很多大树，这在北方感觉很少见，来的时候正好下着小雨，天气很清凉，总体不错吧","1"
"1085682","难道区府就不得不去孔府孔庙空灵鞠鹏零其实就是孔府以后的家族在这里的目的进去之后非常广阔也能看到孔子他的木以及性空的人在这里弹幕是非常可以令人尊敬的地方","1"
"1085683","大气，宏伟，不愧是圣人家族的。","1"
"1085684","赶上下雨！不是太热！就是爬山比较累！上下山估计要2个多小时！不过山顶风景优美！千年古刹！游客不是太多！比较幽静！空气清新！","1"
"1085685","不错的地方，就是交通不方便，赶上下雨了","1"
"1085686","五一期间，去了烟台山景区，远远就看到白色的灯塔。1905年（清光绪三十二年）烟台山灯塔建成，设三等明灭灯一盏，烛力33000支。这时在崆峒岛设的烟台灯塔改称为崆峒岛灯塔。烟台山灯塔设专人管理瞭望，等船只近时能认清船旗（特规的旗形、颜色）后，应招悬旗杆上指通，待船进港抛锚后方可挂旗。除此外灯塔还日用几种挂标、夜用灯笼来向港内船只预报各海区风信预报，如此简陋的信号延用了几十年。烟台解放后，码头和港口得到飞速发展。来往烟台船只每年几百倍增长，港口吞吐量几万倍增加，烟台山灯塔远远已经不能满足发展的需要。1988年4月，重新建成的新灯塔矗立在原灯塔西侧山顶上。新灯塔是我国目前较为现代的灯塔，集导航、旅游、海上交通指挥于一体。该塔由清华大学设计，塔总高49.5米，海拔高89.2米，共13层，底部3层采用古堡式造型建筑，可供200余人观光瞭望海港景色。外形似倒扣的海螺，内设电梯可直通11层瞭望台、昂立台上通过45倍望远镜可鸟瞰烟台海区和市区，若遇清天可直望庙岛和养马岛，真是脚踏碧波，头顶白云，港城仙景，历历在目，如同腾空驾云，身飞蓬莱仙阁。日落月新夜色幕空，灯塔上聚光灯通过运转的千块600毫米牛眼，透出摇转千道强光可射程40公里，为海上航行提供了可靠安全保障。","1"
"1085687","很适合小孩来玩，有鲸鲨还有海狮海象的表演，推荐海象表演，很棒呢。","1"
